Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,12/08/2025,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-121000248  FROM: GABRIEL GOERTZEN/STRIPE PAYMENTS COMPAN REF: ST-HCUGJQMREZIMSMOVD INFO: TEXT-RmtInf-ST-HCUGJQMREZIMSMOVDO0X WAIZMEDIA LLC IID: 20251208121000248P1BPIAS64914814538 RECD: 19:58:11 TRN: 1896202342GB",4333.33,MISC_CREDIT,4776.48,,
DEBIT,12/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251205 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023291801 EED:251205   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   84648671 TRN: 3393291801TC",-2850.00,MISC_DEBIT,443.15,,
DEBIT,12/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251205 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020928899 EED:251205   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   84641206 TRN: 3390928899TC",-1903.23,MISC_DEBIT,3293.15,,
DEBIT,12/05/2025,"PAYPAL *CANVA 416-131-8870 DE                12/04",-6.87,DEBIT_CARD,5196.38,,
DEBIT,12/05/2025,"TWILIO INC TWILIO.COM CA                     12/04",-90.71,DEBIT_CARD,5203.25,,
CREDIT,12/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013542165 EED:251205   IND ID:ST-C2P6Y1N0R0Q1              IND NAME:GABRIEL GOERTZEN TRN: 3393542165TC",1164.90,ACH_CREDIT,5293.96,,
DEBIT,12/04/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              12/03",-100.00,DEBIT_CARD,4129.06,,
DEBIT,12/03/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 27189886652 reference#: 9189886652RX 12/03",-200.00,ACCT_XFER,4229.06,,
DEBIT,12/03/2025,"TWILIO INC TWILIO.COM CA                     12/03",-90.03,DEBIT_CARD,4429.06,,
CREDIT,12/03/2025,"WIRE REVERSAL B/O: WISE US, INC. NEW YORK NY 10010- US ORG:/205756130 WISE US, INC. REF:/BNF/OUR REF JPM251203-011380 RTN DTD12/02/2025 TRN3801745336ESFOR A M T4000.00 AS SENDER NOT RECOGNIZE D 1620396700 TRN: 5272900337HH",4000.00,WIRE_INCOMING,4519.09,,
DEBIT,12/02/2025,"ONLINE DOMESTIC WIRE FEE",-25.00,FEE_TRANSACTION,519.09,,
DEBIT,12/02/2025,"ONLINE DOMESTIC WIRE TRANSFER A/C: WISE US, INC. NEW YORK NY 10010- US TRN: 3801745336ES 12/02",-4000.00,WIRE_OUTGOING,544.09,,
DEBIT,12/02/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    12/01",-40.72,DEBIT_CARD,4544.09,,
CREDIT,12/02/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018946965 EED:251202   IND ID:ST-I0W5W3H9R2K6              IND NAME:GABRIEL GOERTZEN TRN: 3368946965TC",1456.20,ACH_CREDIT,4584.81,,
DEBIT,12/01/2025,"Zelle payment to Adam LA P JPM99bworbho",-210.00,CHASE_TO_PARTNERFI,3128.61,,
DEBIT,12/01/2025,"TABEXTEND.COM SOLLENTUNA                     11/30",-8.00,DEBIT_CARD,3338.61,,
DEBIT,12/01/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/30",-64.71,DEBIT_CARD,3346.61,,
DEBIT,12/01/2025,"TWILIO INC TWILIO.COM CA                     12/01",-90.01,DEBIT_CARD,3411.32,,
DEBIT,12/01/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/29",-10.10,DEBIT_CARD,3501.33,,
DEBIT,12/01/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/28",-4.04,DEBIT_CARD,3511.43,,
DEBIT,12/01/2025,"TWILIO INC TWILIO.COM CA                     11/28",-90.01,DEBIT_CARD,3515.47,,
DEBIT,11/28/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,3605.48,,
DEBIT,11/28/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:251128 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000027719745 EED:251128   IND ID:A8814                        IND NAME:GABRIEL GOERTZEN                                                                                             AM TRN: 3327719745TC",-1726.80,ACH_DEBIT,3620.48,,
DEBIT,11/28/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/27",-100.00,DEBIT_CARD,5347.28,,
DEBIT,11/28/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/26",-10.10,DEBIT_CARD,5447.28,,
DEBIT,11/28/2025,"TWILIO INC TWILIO.COM CA                     11/27",-90.05,DEBIT_CARD,5457.38,,
CREDIT,11/28/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023274790 EED:251128   IND ID:ST-O6N2K8G0W2Z9              IND NAME:GABRIEL GOERTZEN TRN: 3323274790TC",2427.20,ACH_CREDIT,5547.43,,
DEBIT,11/26/2025,"Zelle payment to Travis Bro 27107774444",-100.00,QUICKPAY_DEBIT,3120.23,,
DEBIT,11/26/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    11/25",-40.16,DEBIT_CARD,3220.23,,
DEBIT,11/26/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/25",-10.10,DEBIT_CARD,3260.39,,
DEBIT,11/26/2025,"TWILIO INC TWILIO.COM CA                     11/25",-90.45,DEBIT_CARD,3270.49,,
CREDIT,11/26/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000028885038 EED:251126   IND ID:ST-O9Q8M2X0M4H1              IND NAME:GABRIEL GOERTZEN TRN: 3308885038TC",1650.40,ACH_CREDIT,3360.94,,
DEBIT,11/25/2025,"Zelle payment to Matt Soryal JPM99bvxj86b",-170.00,CHASE_TO_PARTNERFI,1710.54,,
DEBIT,11/25/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/24",-10.10,DEBIT_CARD,1880.54,,
DEBIT,11/25/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        11/24",-40.00,DEBIT_CARD,1890.64,,
DEBIT,11/24/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/21",-10.10,DEBIT_CARD,1930.64,,
DEBIT,11/24/2025,"TWILIO INC TWILIO.COM CA                     11/23",-90.06,DEBIT_CARD,1940.74,,
DEBIT,11/24/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/21",-100.00,DEBIT_CARD,2030.80,,
DEBIT,11/24/2025,"TWILIO INC TWILIO.COM CA                     11/21",-90.03,DEBIT_CARD,2130.80,,
DEBIT,11/21/2025,"WEBFLOW.COM WEBFLOW.COM CA                   11/21",-29.00,DEBIT_CARD,2220.83,,
CREDIT,11/21/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029473463 EED:251121   IND ID:ST-N8K4Z3I1C3P8              IND NAME:GABRIEL GOERTZEN TRN: 3259473463TC",956.70,ACH_CREDIT,2249.83,,
DEBIT,11/20/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/20",-10.10,DEBIT_CARD,1293.13,,
DEBIT,11/20/2025,"NOTION LABS, INC. NOTION.SO CA               11/19",-22.00,DEBIT_CARD,1303.23,,
DEBIT,11/20/2025,"TWILIO INC TWILIO.COM CA                     11/20",-90.02,DEBIT_CARD,1325.23,,
DEBIT,11/19/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        11/18",-297.00,DEBIT_CARD,1415.25,,
DEBIT,11/19/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/18",-10.10,DEBIT_CARD,1712.25,,
DEBIT,11/19/2025,"TWILIO INC TWILIO.COM CA                     11/18",-90.32,DEBIT_CARD,1722.35,,
DEBIT,11/18/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 27002500249 reference#: 9002500249RX 11/18",-400.00,ACCT_XFER,1812.67,,
CREDIT,11/18/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022529252 EED:251118   IND ID:ST-H3F0M0C2X0C2              IND NAME:GABRIEL GOERTZEN TRN: 3222529252TC",1417.36,ACH_CREDIT,2212.67,,
DEBIT,11/17/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/17",-10.10,DEBIT_CARD,795.31,,
DEBIT,11/17/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/17",-100.00,DEBIT_CARD,805.41,,
DEBIT,11/17/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    11/16",-197.00,DEBIT_CARD,905.41,,
DEBIT,11/17/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    11/16",-40.96,DEBIT_CARD,1102.41,,
DEBIT,11/17/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26978542433 reference#: 9978542433RX 11/17",-1200.00,ACCT_XFER,1143.37,,
DEBIT,11/17/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 11/15",-10.10,DEBIT_CARD,2343.37,,
DEBIT,11/17/2025,"TWILIO INC TWILIO.COM CA                     11/16",-90.09,DEBIT_CARD,2353.47,,
DEBIT,11/14/2025,"TWILIO INC TWILIO.COM CA                     11/14",-98.55,DEBIT_CARD,2443.56,,
DEBIT,11/13/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    11/12",-41.20,DEBIT_CARD,2542.11,,
DEBIT,11/13/2025,"TWILIO INC TWILIO.COM CA                     11/12",-90.01,DEBIT_CARD,2583.31,,
DEBIT,11/12/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26935115861 reference#: 9935115861RX 11/12",-1000.00,ACCT_XFER,2673.32,,
DEBIT,11/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251112 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026744327 EED:251112   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   83047060 TRN: 3166744327TC",-373.00,MISC_DEBIT,3673.32,,
DEBIT,11/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251112 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026743905 EED:251112   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   83043144 TRN: 3166743905TC",-1509.00,MISC_DEBIT,4046.32,,
DEBIT,11/12/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/12",-100.00,DEBIT_CARD,5555.32,,
CREDIT,11/12/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026725208 EED:251112   IND ID:ST-S5M1A7U2H2T7              IND NAME:GABRIEL GOERTZEN TRN: 3166725208TC",2116.48,ACH_CREDIT,5655.32,,
DEBIT,11/10/2025,"TWILIO INC TWILIO.COM CA                     11/10",-90.02,DEBIT_CARD,3538.84,,
DEBIT,11/10/2025,"TWILIO INC TWILIO.COM CA                     11/07",-90.54,DEBIT_CARD,3628.86,,
DEBIT,11/07/2025,"SLACK T07E9KEFKEH SLACK.COM CA               11/07",-70.00,DEBIT_CARD,3719.40,,
DEBIT,11/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        11/07",-372.75,DEBIT_CARD,3789.40,,
DEBIT,11/07/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    11/07",-40.16,DEBIT_CARD,4162.15,,
DEBIT,11/07/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/06",-100.00,DEBIT_CARD,4202.31,,
DEBIT,11/06/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251106 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024592435 EED:251106   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   82746154 TRN: 3104592435TC",-1502.55,MISC_DEBIT,4302.31,,
DEBIT,11/06/2025,"TWILIO INC TWILIO.COM CA                     11/05",-90.06,DEBIT_CARD,5804.86,,
CREDIT,11/06/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026119060 EED:251106   IND ID:ST-U9X6K8Z4J2W1              IND NAME:GABRIEL GOERTZEN TRN: 3106119060TC",2380.07,ACH_CREDIT,5894.92,,
DEBIT,11/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251105 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000024192325 EED:251105   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   82711008 TRN: 3094192325TC",-1850.00,MISC_DEBIT,3514.85,,
DEBIT,11/05/2025,"PAYPAL *CANVA 416-131-8870 DE                11/04",-6.81,DEBIT_CARD,5364.85,,
CREDIT,11/04/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029002118 EED:251104   IND ID:ST-V5X3K6K7N2K4              IND NAME:GABRIEL GOERTZEN TRN: 3089002118TC",3960.29,ACH_CREDIT,5371.66,,
DEBIT,11/03/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              11/03",-100.00,DEBIT_CARD,1411.37,,
DEBIT,11/03/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26820446842 reference#: 9820446842RX 11/03",-500.00,ACCT_XFER,1511.37,,
DEBIT,11/03/2025,"TWILIO INC TWILIO.COM CA                     11/01",-90.05,DEBIT_CARD,2011.37,,
DEBIT,11/03/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    10/31",-40.08,DEBIT_CARD,2101.42,,
DEBIT,10/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,2141.50,,
DEBIT,10/31/2025,"TABEXTEND.COM SOLLENTUNA                     10/30",-8.00,DEBIT_CARD,2156.50,,
DEBIT,10/31/2025,"TWILIO INC TWILIO.COM CA                     10/30",-90.06,DEBIT_CARD,2164.50,,
DEBIT,10/30/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26770841683 reference#: 9770841683RX 10/30",-1500.00,ACCT_XFER,2254.56,,
DEBIT,10/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/30",-64.71,DEBIT_CARD,3754.56,,
DEBIT,10/30/2025,"SQSP* DOMAIN#2073039 SQUARESPACE.C NY        10/30",-18.00,DEBIT_CARD,3819.27,,
DEBIT,10/30/2025,"TWILIO INC TWILIO.COM CA                     10/29",-90.01,DEBIT_CARD,3837.27,,
CREDIT,10/30/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023701858 EED:251030   IND ID:ST-S4D5M5E8Y3Z3              IND NAME:GABRIEL GOERTZEN TRN: 3033701858TC",3989.54,ACH_CREDIT,3927.28,,
DEBIT,10/29/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/28",-8.10,DEBIT_CARD,-62.26,,
DEBIT,10/29/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              10/28",-100.00,DEBIT_CARD,-54.16,,
DEBIT,10/28/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:251028 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000021919763 EED:251028   IND ID:A6510                        IND NAME:GABRIEL GOERTZEN                                                                                             AM TRN: 3011919763TC",-990.61,ACH_DEBIT,45.84,,
DEBIT,10/28/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/27",-10.50,DEBIT_CARD,1036.45,,
DEBIT,10/28/2025,"ADSPY LONDON                                 10/27",-149.00,DEBIT_CARD,1046.95,,
DEBIT,10/27/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26712257590 reference#: 9712257590RX 10/27",-500.00,ACCT_XFER,1195.95,,
DEBIT,10/27/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/24",-10.50,DEBIT_CARD,1695.95,,
DEBIT,10/27/2025,"TWILIO INC TWILIO.COM CA                     10/25",-90.12,DEBIT_CARD,1706.45,,
DEBIT,10/27/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    10/24",-40.08,DEBIT_CARD,1796.57,,
DEBIT,10/27/2025,"TWILIO INC TWILIO.COM CA                     10/24",-90.06,DEBIT_CARD,1836.65,,
DEBIT,10/24/2025,"Zelle payment to David Rau 26710662880",-1000.00,QUICKPAY_DEBIT,1926.71,,
DEBIT,10/24/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              10/24",-100.00,DEBIT_CARD,2926.71,,
DEBIT,10/23/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/23",-10.50,DEBIT_CARD,3026.71,,
DEBIT,10/23/2025,"TWILIO INC TWILIO.COM CA                     10/22",-91.10,DEBIT_CARD,3037.21,,
CREDIT,10/23/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026500958 EED:251023   IND ID:ST-G6E9U2V5C4K8              IND NAME:GABRIEL GOERTZEN TRN: 2966500958TC",485.20,ACH_CREDIT,3128.31,,
DEBIT,10/22/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/21",-10.50,DEBIT_CARD,2643.11,,
DEBIT,10/22/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        10/21",-40.00,DEBIT_CARD,2653.61,,
DEBIT,10/21/2025,"WEBFLOW.COM WEBFLOW.COM CA                   10/21",-29.00,DEBIT_CARD,2693.61,,
DEBIT,10/21/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              10/20",-100.00,DEBIT_CARD,2722.61,,
DEBIT,10/21/2025,"Claim reversal: FANBASIS* STEAL MY AG FANBASIS.COM FL        04/08 ClaimId: 875111007680001",-500.00,ATM,2822.61,,
DEBIT,10/20/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/20",-10.50,DEBIT_CARD,3322.61,,
DEBIT,10/20/2025,"NOTION LABS, INC. NOTION.SO CA               10/19",-22.00,DEBIT_CARD,3333.11,,
DEBIT,10/20/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        10/18",-297.00,DEBIT_CARD,3355.11,,
DEBIT,10/20/2025,"TWILIO INC TWILIO.COM CA                     10/19",-90.01,DEBIT_CARD,3652.11,,
DEBIT,10/20/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/17",-10.50,DEBIT_CARD,3742.12,,
DEBIT,10/20/2025,"TWILIO INC TWILIO.COM CA                     10/17",-90.12,DEBIT_CARD,3752.62,,
DEBIT,10/17/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    10/16",-181.89,DEBIT_CARD,3842.74,,
DEBIT,10/17/2025,"PAYPAL *CANVA 416-131-8870 DE                10/17",-6.70,DEBIT_CARD,4024.63,,
DEBIT,10/17/2025,"TWILIO INC TWILIO.COM CA                     10/16",-90.09,DEBIT_CARD,4031.33,,
DEBIT,10/16/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/16",-10.50,DEBIT_CARD,4121.42,,
DEBIT,10/15/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              10/15",-100.00,DEBIT_CARD,4131.92,,
DEBIT,10/15/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 10/14",-10.50,DEBIT_CARD,4231.92,,
DEBIT,10/15/2025,"TWILIO INC TWILIO.COM CA                     10/14",-90.18,DEBIT_CARD,4242.42,,
CREDIT,10/15/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000028671291 EED:251015   IND ID:ST-T3L8M0D1I9U6              IND NAME:GABRIEL GOERTZEN TRN: 2888671291TC",3864.28,ACH_CREDIT,4332.60,,
DEBIT,10/14/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251014 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000027969053 EED:251014   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   81273806 TRN: 2877969053TC",-1506.00,MISC_DEBIT,468.32,,
DEBIT,10/14/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    10/11",-40.08,DEBIT_CARD,1974.32,,
DEBIT,10/14/2025,"FACEBK *XCLJ34RMV2 650-5434800 CA            10/11",-19.49,DEBIT_CARD,2014.40,,
DEBIT,10/14/2025,"TWILIO INC TWILIO.COM CA                     10/11",-90.29,DEBIT_CARD,2033.89,,
DEBIT,10/10/2025,"TWILIO INC TWILIO.COM CA                     10/09",-90.00,DEBIT_CARD,2124.18,,
CREDIT,10/10/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000028774374 EED:251010   IND ID:ST-Z7B9Q6E3L9T4              IND NAME:GABRIEL GOERTZEN TRN: 2838774374TC",805.14,ACH_CREDIT,2214.18,,
DEBIT,10/09/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              10/08",-100.00,DEBIT_CARD,1409.04,,
CREDIT,10/09/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026120010 EED:251009   IND ID:ST-Y5Z0Q5K6Y7L0              IND NAME:GABRIEL GOERTZEN TRN: 2826120010TC",798.83,ACH_CREDIT,1509.04,,
DEBIT,10/08/2025,"TWILIO INC TWILIO.COM CA                     10/07",-90.03,DEBIT_CARD,710.21,,
DEBIT,10/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251007 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020894717 EED:251007   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   80857375 TRN: 2800894717TC",-236.00,MISC_DEBIT,800.24,,
DEBIT,10/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251007 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020894939 EED:251007   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   80860632 TRN: 2800894939TC",-342.00,MISC_DEBIT,1036.24,,
DEBIT,10/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251007 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020894711 EED:251007   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   80857342 TRN: 2800894711TC",-342.00,MISC_DEBIT,1378.24,,
DEBIT,10/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251007 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020894947 EED:251007   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   80860743 TRN: 2800894947TC",-376.10,MISC_DEBIT,1720.24,,
DEBIT,10/07/2025,"SLACK T07E9KEFKEH SLACK.COM CA               10/07",-85.76,DEBIT_CARD,2096.34,,
DEBIT,10/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        10/07",-372.75,DEBIT_CARD,2182.10,,
DEBIT,10/06/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    10/06",-40.16,DEBIT_CARD,2554.85,,
DEBIT,10/06/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              10/04",-100.00,DEBIT_CARD,2595.01,,
DEBIT,10/06/2025,"TWILIO INC TWILIO.COM CA                     10/04",-90.07,DEBIT_CARD,2695.01,,
DEBIT,10/06/2025,"Claim reversal: FANBASIS* STEAL MY AG FANBASIS.COM FL        05/08 ClaimId: 655110875660001",-500.00,ATM,2785.08,,
DEBIT,10/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251003 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028080241 EED:251003   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   80633615 TRN: 2768080241TC",-95.00,MISC_DEBIT,3285.08,,
DEBIT,10/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:251003 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028080331 EED:251003   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   80634983 TRN: 2768080331TC",-115.00,MISC_DEBIT,3380.08,,
